,dataset_name,target_col,reverse,alg_name,CV R2 val,CV RMSE val,CV MAE val,FCV R2 val,FCV R val,FCV RMSE val,FCV MAE val,FCV DP val,FH R2 val,FH R val,FH RMSE val,FH MAE val,FH DP val,R2 test,R test,RMSE test,MAE test,DP test,rank_R2_test,rank_RMSE_test,rank_MAE_test,rank_DP_test,rank_CV_R2_val,rank_CV_RMSE_val,rank_CV_MAE_val,rank_FCV_R2_val,rank_FCV_RMSE_val,rank_FCV_MAE_val,rank_FCV_DP_val,rank_FH_R2_val,rank_FH_RMSE_val,rank_FH_MAE_val,rank_FH_DP_val
3,expt_formation_enthalpy_kingsbury,expt_form_e,True,GradientBoosting,0.8718945490848928,0.3579182181939153,0.2464573275444208,-3.9483503500905277,0.847121918286704,0.5723244493650449,0.48701025068796655,0.6060949427480916,-13.65363218980912,0.1445639170903695,1.2618273333617749,1.191643953322761,0.5729166666666666,-4.826621944431633,0.14666124448207776,1.8843428417971717,1.7103221728782443,0.5352112676056338,2.0,8.0,7.0,5.0,3.0,7.0,6.0,6.0,8.0,7.0,3.0,3.0,7.0,5.0,3.0
4,expt_formation_enthalpy_kingsbury,expt_form_e,True,ExtraTrees,0.919271656655754,0.2841273364958851,0.1751812298012142,-4.661558496345993,0.8695183932381796,0.5642424660806507,0.4742880614844003,0.5638020833333333,-13.12136444037118,0.020017007499622822,1.2386985185485355,1.131051690197877,0.6197916666666666,-4.883912908772962,-0.03199956756802163,1.8935841950301966,1.6770407608391495,0.6666666666666666,3.0,7.0,8.0,1.0,1.0,9.0,9.0,8.0,9.0,8.0,8.0,2.0,8.0,8.0,1.0
5,expt_formation_enthalpy_kingsbury,expt_form_e,True,RandomForest,0.9029968900280866,0.3114532227669404,0.1958819316993607,-4.850367932664957,0.8628371518461944,0.5865241647240234,0.49501028824358323,0.5924479166666666,-13.797053073006973,0.04739405054303772,1.2679872986871086,1.1761663225088206,0.5833333333333334,-5.3123991257783105,-0.10188867729403776,1.9613212224488303,1.74267820518626,0.6150234741784038,5.0,5.0,6.0,2.0,2.0,8.0,8.0,9.0,7.0,6.0,6.0,4.0,6.0,6.0,2.0
6,expt_formation_enthalpy_kingsbury,expt_form_e,True,KNeighbors,0.8394849593625906,0.40064328352963746,0.2570018310365687,-3.432854643414813,0.8425400852077823,0.635750103755988,0.5266386686965325,0.5885416666666666,-15.796977342730415,0.007932137693982183,1.3509611365096201,1.2465052388752091,0.5625,-6.271982956443912,-0.3105337570970811,2.1051251911680975,1.8132841268703455,0.5868544600938967,8.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,7.0,7.0,3.0,3.0,4.0
7,expt_formation_enthalpy_kingsbury,expt_form_e,True,DecisionTree,0.8505525566446973,0.38658432890548305,0.22970915258574756,-2.4590571542390345,0.8039662318592269,0.6007437209117884,0.4691695290542743,0.6359983766233765,-13.917270167126158,0.04815107790927421,1.2731276935699845,1.0762718125965505,0.5208333333333334,-6.292668003998092,-0.15904119621135648,2.1081170637706093,1.8174820811559822,0.568075117370892,9.0,1.0,3.0,4.0,4.0,6.0,7.0,4.0,5.0,9.0,1.0,5.0,5.0,9.0,5.0
8,expt_formation_enthalpy_kingsbury,expt_form_e,True,RbfSVR,0.8253225408978171,0.4179443253618632,0.29192922987054054,-4.070333277200275,0.8538653590877908,0.5985513519549986,0.5026887523325639,0.6080729166666667,-12.368237723652028,0.2209149795596951,1.2052145538921428,1.1319736165579666,0.4791666666666667,-4.1650457888207,0.3590365574128944,1.77414286954762,1.613532386238893,0.5023474178403756,1.0,9.0,9.0,6.0,6.0,4.0,4.0,7.0,6.0,4.0,2.0,1.0,9.0,7.0,6.0
0,expt_formation_enthalpy_kingsbury,expt_form_e,False,Ridge,0.7140945678627405,0.5347012550361739,0.40033732612425055,-42.94847365976683,0.926387957898678,0.9459205389309562,0.7515168158318478,0.5130208333333334,-16.9921674906594,0.15587397381535312,1.3981991384674737,1.3321221664300975,0.6614583333333334,-5.353929977997292,0.3813453962302369,1.9677626562360186,1.8289880955841082,0.6995305164319249,7.0,3.0,1.0,1.0,8.0,2.0,1.0,9.0,6.0,2.0,8.0,9.0,1.0,2.0,5.0
1,expt_formation_enthalpy_kingsbury,expt_form_e,False,LinearRegression,0.7251482661433808,0.5242630388045862,0.3892036452161991,-41.587187500954954,0.9194018301827995,0.980705235198665,0.76768089961902,0.5182291666666666,-16.688983859898965,0.24654913401728065,1.386368654019133,1.332737100193216,0.671875,-5.089292815900786,0.3431116544200762,1.9263488206541668,1.7759603146140246,0.6713615023474179,4.0,6.0,5.0,5.0,7.0,3.0,3.0,8.0,1.0,1.0,7.0,8.0,2.0,1.0,2.0
2,expt_formation_enthalpy_kingsbury,expt_form_e,False,LinearSVR,0.7088948810447333,0.5395415822300138,0.39549304875580343,-27.689714990659894,0.91349770595705,0.908794179064168,0.7185344783700751,0.5364583333333334,-14.824268165463476,0.146131884532333,1.311260879548009,1.2229050164240076,0.640625,-5.325765721627937,0.35784263949516243,1.9633966872582662,1.8198632747195012,0.6901408450704225,6.0,4.0,2.0,2.0,9.0,1.0,2.0,6.0,8.0,3.0,6.0,6.0,4.0,4.0,7.0
3,expt_formation_enthalpy_kingsbury,expt_form_e,False,GradientBoosting,0.8691360448661328,0.36175123376965446,0.24932161895346666,-20.116083659545346,0.8873935887317832,0.949022661098547,0.7040647518123772,0.6015625,-13.618775440945893,0.14925356565682574,1.2603256788614887,1.1908988690147255,0.6666666666666666,-4.828254389393478,0.1404635544995992,1.8846067915249216,1.7099671792042852,0.6901408450704225,2.0,8.0,7.0,3.0,3.0,7.0,6.0,5.0,5.0,4.0,1.0,4.0,6.0,5.0,3.0
4,expt_formation_enthalpy_kingsbury,expt_form_e,False,ExtraTrees,0.9165963878905063,0.288796835352283,0.17718917005781729,-15.714130918731847,0.8378345535189198,0.9629684643872094,0.6898206327814534,0.5130208333333333,-12.906733940811051,0.007049188858597379,1.2292489910550415,1.1215746944144116,0.6666666666666666,-4.8972884085681745,-0.010902412703226548,1.8957352514652686,1.6796675750720147,0.596244131455399,3.0,7.0,8.0,6.0,1.0,9.0,9.0,2.0,3.0,7.0,9.0,2.0,8.0,8.0,4.0
5,expt_formation_enthalpy_kingsbury,expt_form_e,False,RandomForest,0.9038178325196653,0.3101324998776083,0.19664092548914933,-17.529692987892645,0.8736407898588583,0.9425258123633543,0.6907490409710485,0.5455729166666666,-13.97300438061139,0.05610326952017736,1.2755038192236672,1.1793781765259606,0.6354166666666666,-5.097522314870366,-0.051654156200566945,1.9276500828494367,1.7179780831768254,0.596244131455399,5.0,5.0,6.0,7.0,2.0,8.0,8.0,3.0,7.0,6.0,5.0,5.0,5.0,6.0,8.0
6,expt_formation_enthalpy_kingsbury,expt_form_e,False,KNeighbors,0.841391221284554,0.3982571766025641,0.25499258680848375,-18.79524955959109,0.8710414954477912,0.9521663892789546,0.6995590108858222,0.554441424208866,-15.796977342730415,0.007932137693982183,1.3509611365096201,1.2465052388752091,0.6302083333333334,-6.272210777920378,-0.310603843371453,2.10515816628478,1.8133120955738808,0.5868544600938967,9.0,1.0,3.0,8.0,4.0,6.0,5.0,4.0,4.0,5.0,4.0,7.0,3.0,3.0,9.0
7,expt_formation_enthalpy_kingsbury,expt_form_e,False,DecisionTree,0.8300578940152974,0.4122403497775329,0.24552694114768278,-5.971273893511004,0.7671831420552845,0.9661617212462714,0.6824259785464998,0.5558141731433506,-13.347556570415213,0.0881768071420222,1.2485796733544554,1.0496415400225738,0.6770833333333334,-6.1120131409118885,-0.15313997310893585,2.081842054639522,1.7955607959259763,0.4647887323943662,8.0,2.0,4.0,9.0,5.0,5.0,7.0,1.0,2.0,8.0,3.0,3.0,7.0,9.0,1.0
8,expt_formation_enthalpy_kingsbury,expt_form_e,False,RbfSVR,0.8216608443650377,0.4223022088918815,0.293413080905005,-36.11574353802009,0.9206566950735737,0.8759238064201669,0.6761331488094756,0.6002604166666666,-12.371480804572412,0.22090299618799308,1.2053607351383573,1.1321361605291933,0.65625,-4.165788192918283,0.35892988704535506,1.7742703692507638,1.6136604667613823,0.6854460093896714,1.0,9.0,9.0,4.0,6.0,4.0,4.0,7.0,9.0,9.0,2.0,1.0,9.0,7.0,6.0
0,wolverton_oxides,e_form,True,Ridge,0.480174613102205,0.7209891725246608,0.5584269363138554,-14.338865812348914,0.8382111511983057,0.9712429162837756,0.840311956808849,0.5929947337474755,-82.45301268560203,0.06977312486067176,0.9460598955469082,0.8615607223509794,0.46153846153846156,-17.258399910619804,0.13232294035131462,1.1913198943691,1.1188467187559175,0.4786150712830957,7.0,1.0,1.0,5.0,6.0,2.0,1.0,7.0,1.0,1.0,5.0,7.0,1.0,1.0,6.0
1,wolverton_oxides,e_form,True,LinearRegression,0.4938782172207282,0.7114223659537784,0.5491296339308391,-10.414704430881908,0.8336021730440708,0.9540330354534136,0.8197637032368458,0.598125584569883,-79.60597081976586,0.043043873466192185,0.9297822037624763,0.8385735161542901,0.4751131221719457,-15.897910489734187,0.14938145268007,1.1460763201947253,1.0716950896107134,0.47058823529411764,5.0,3.0,3.0,7.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,6.0,2.0,2.0,4.0
2,wolverton_oxides,e_form,True,LinearSVR,0.4497120697036965,0.741813945876123,0.549388576436315,-9.206374040984027,0.8161236033633392,0.9647363899643957,0.821076244661764,0.592090395480226,-59.8628353139818,0.08829854067934921,0.8079299598743831,0.7383511126172964,0.47058823529411764,-13.776370718496933,0.1889728152922833,1.0717189895797252,1.0100663347396828,0.4745417515274949,3.0,5.0,4.0,6.0,7.0,1.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,6.0,5.0
